Plot,Feeder,Time,Invasive,Veg Type,Species,Height,Browse
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P1,N,2019,Native,Moss,Moss,10,
P4,Y,2019,Native,Grass,Dicahnthelium,9,
P4,Y,2019,Native,Grass,Dicahnthelium,4,
P4,Y,2019,Native,Tree,Mockernut Hickory,47,
P4,Y,2019,Native,Vine,Muscadine,61,
P4,Y,2019,Native,Vine,Crossvine,9,
P4,Y,2019,Native,Vine,Climbing Dogbane,20,
P4,Y,2019,Native,Vine,Climbing Dogbane,17,
P4,Y,2019,Native,Vine,Climbing Dogbane,5,
P4,Y,2019,Native,Vine,Climbing Dogbane,6,
P4,Y,2019,Native,Vine,Climbing Dogbane,4,
P4,Y,2019,Native,Vine,Climbing Dogbane,2,
P4,Y,2019,Native,Vine,Climbing Dogbane,4,
P4,Y,2019,Native,Vine,Climbing Dogbane,7,
P4,Y,2019,Native,Vine,Virginia Creeper,5,
P4,Y,2019,Native,Forb,Violet,4,
P4,Y,2019,Native,Tree,Blackgum,10,
P4,N,2019,Native,Grass,Spike grass,13,
P4,N,2019,Native,Tree,Willow Oak,16,
P4,N,2019,Native,Tree,Willow Oak,17,
P4,N,2019,Native,Tree,Willow Oak,13,
P4,N,2019,Native,Vine,Muscadine,20,
P4,N,2019,Native,Vine,Muscadine,15,
P4,N,2019,Native,Vine,Muscadine,29,
P4,N,2019,Native,Vine,Muscadine,14,
P4,N,2019,Native,Vine,Muscadine,15,
P4,N,2019,Native,Vine,Muscadine,28,
P4,N,2019,Native,Vine,Muscadine,21,
P4,N,2019,Native,Vine,Muscadine,27,
P4,N,2019,Native,Vine,Muscadine,14,
P4,N,2019,Native,Vine,Crossvine,16,
P4,N,2019,Native,Vine,Crossvine,8,
P4,N,2019,Native,Vine,Crossvine,7,
P4,N,2019,Native,Vine,Crossvine,6,
P4,N,2019,Native,Vine,Crossvine,13,
P4,N,2019,Native,Tree,Red maple,8,
LV2,Y,2019,Invasive,Vine,Japanese Honeysuckle,11,
LV2,Y,2019,Invasive,Vine,Japanese Honeysuckle,10,
LV2,Y,2019,Invasive,Vine,Japanese Honeysuckle,4,
LV2,Y,2019,Invasive,Vine,Japanese Honeysuckle,6,
LV2,Y,2019,Invasive,Vine,Japanese Honeysuckle,9,
LV2,Y,2019,Native,Vine,Poison Ivy,19,
LV2,Y,2019,Native,Vine,Poison Ivy,8,
LV2,Y,2019,Native,Vine,Poison Ivy,8,
LV2,Y,2019,Native,Vine,Poison Ivy,9,
LV2,Y,2019,Native,Vine,Poison Ivy,11,
LV2,Y,2019,Native,Vine,Poison Ivy,10,
LV2,Y,2019,Native,Vine,Poison Ivy,6,
LV2,Y,2019,Native,Vine,Poison Ivy,15,
LV2,Y,2019,Native,Vine,Virginia Creeper,9,
LV2,Y,2019,Native,Vine,Virginia Creeper,5,
LV2,Y,2019,Native,Vine,Virginia Creeper,10,
LV2,Y,2019,Native,Tree,Red maple,112,
LV2,Y,2019,Native,Tree,Red maple,4,
LV2,Y,2019,Native,Tree,Red maple,6,
LV2,Y,2019,Native,Vine,Blackberry,36,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,13,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,9,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,20,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,16,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,4,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,5,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,19,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,20,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,16,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,17,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,16,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,21,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,10,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,11,
LV2,N,2019,Invasive,Vine,Japanese Honeysuckle,8,
LV2,N,2019,Invasive,Forb,Sericea Lespedeza,9,
LV2,N,2019,Invasive,Forb,Sericea Lespedeza,19,
LV2,N,2019,Native,Forb,Nimble Will,11,
LV2,N,2019,Native,Forb,Nimble Will,15,
LV2,N,2019,Native,Forb,Nimble Will,6,
LV2,N,2019,Native,Forb,Nimble Will,15,
LV2,N,2019,Native,Forb,Nimble Will,20,
LV2,N,2019,Native,Forb,Nimble Will,7,
LV2,N,2019,Native,Forb,Desmodium,60,
LV2,N,2019,Native,Forb,Desmodium,19,
LV2,N,2019,Native,Forb,Desmodium,12,
LV2,N,2019,Native,Forb,Desmodium,14,
LV2,N,2019,Native,Forb,Desmodium,38,X
LV2,N,2019,Native,Forb,Desmodium,37,X
LV2,N,2019,Native,Forb,Desmodium,42,X
LV2,N,2019,Native,Vine,Blackberry,28,
LV2,N,2019,Native,Vine,Blackberry,26,X
LV2,N,2019,Native,Tree,Willow Oak,10,
LV2,N,2019,Native,Tree,Willow Oak,4,
LV2,N,2019,Native,Vine,Virginia Creeper,15,
LV2,N,2019,Native,Vine,Virginia Creeper,6,
LV2,N,2019,Native,Vine,Virginia Creeper,12,
LV2,N,2019,Native,Vine,Virginia Creeper,10,
LV2,N,2019,Native,Vine,Muscadine,6,
LV2,N,2019,Native,Vine,Muscadine,14,
LV2,N,2019,Native,Vine,Muscadine,31,
LV2,N,2019,Native,Forb,Goldenrod,63,
LV2,N,2019,Native,Forb,Goldenrod,69,
LV2,N,2019,Native,Tree,Loblolly Pine,72,
P3,N,2019,Native,Tree,Ash,52,
P3,Y,2019,Native,Forb,Burnweed,0,
P3,Y,2019,Native,Vine,Muscadine,30,
P3,Y,2019,Native,Vine,Muscadine,23,
P3,Y,2019,Native,Vine,Virginia Creeper,3,
P3,Y,2019,Native,Vine,Dewberry,2,
P6,N,2019,Native,Vine,Alabama Supplejack,35,
P6,N,2019,Native,Vine,Blackberry,15,
P6,N,2019,Native,Vine,Blackberry,5,
P6,N,2019,Native,Shrub,American Beautyberry,137,
P6,N,2019,Native,Shrub,American Beautyberry,61,
P6,N,2019,Invasive,Shrub,Chinese Privet,10,
P6,N,2019,Invasive,Shrub,Chinese Privet,12,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,N,2019,Native,Moss,Moss,2,
P6,Y,2019,Native,Grass,Spike grass,30,
P6,Y,2019,Native,Grass,Spike grass,25,
P6,Y,2019,Native,Grass,Spike grass,26,
P6,Y,2019,Native,Grass,Spike grass,17,
P6,Y,2019,Native,Grass,Spike grass,18,
P6,Y,2019,Native,Shrub,Sparkleberry,81,
P6,Y,2019,Native,Shrub,Sparkleberry,11,
P6,Y,2019,Native,Shrub,Sparkleberry,9,
P6,Y,2019,Native,Vine,Blackberry,15,
P6,Y,2019,Native,Vine,Blackberry,3,
P6,Y,2019,Native,Vine,Muscadine,10,
P6,Y,2019,Native,Vine,Muscadine,12,
P6,Y,2019,Native,Vine,Muscadine,4,
P6,Y,2019,Native,Vine,Muscadine,5,
P6,Y,2019,Native,Vine,Muscadine,3,
P6,Y,2019,Native,Vine,Muscadine,18,
P6,Y,2019,Native,Vine,Muscadine,9,
P6,Y,2019,Native,Vine,Muscadine,32,
P6,Y,2019,Native,Vine,Muscadine,9,
P6,Y,2019,Native,Vine,Muscadine,29,
P6,Y,2019,Native,Vine,Muscadine,11,
P6,Y,2019,Native,Vine,Muscadine,6,
P6,Y,2019,Native,Vine,Muscadine,9,
P6,Y,2019,Native,Tree,Willow Oak,25,
P7,N,2019,Native,Vine,Poison Ivy,17,
P7,N,2019,Native,Vine,Muscadine,10,
P7,N,2019,Native,Vine,Muscadine,8,
P7,N,2019,Native,Vine,Muscadine,11,
P7,N,2019,Native,Vine,Muscadine,25,
P7,N,2019,Native,Shrub,American Beautyberry,65,
P7,N,2019,Native,Shrub,American Beautyberry,32,
P7,N,2019,Native,Shrub,American Beautyberry,105,
P5,N,2019,Native,Vine,Virginia Creeper,10,
P5,N,2019,Native,Vine,Muscadine,8,
P5,N,2019,Native,Vine,Muscadine,13,
P5,N,2019,Native,Vine,Muscadine,21,
P5,N,2019,Native,Vine,Muscadine,18,
P5,N,2019,Native,Vine,Muscadine,9,
P5,N,2019,Native,Vine,Muscadine,23,
P5,N,2019,Native,Vine,Muscadine,14,
P5,N,2019,Native,Vine,Poison Ivy,9,
P8,Y,2019,Native,Shrub,American Beautyberry,37,
P8,Y,2019,Native,Shrub,American Beautyberry,31,
P8,Y,2019,Native,Shrub,American Beautyberry,20,
P8,N,2019,Native,Tree,Winged Elm,140,
P8,N,2019,Invasive,Shrub,Chinese Privet,20,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,20,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,22,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,39,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,3,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,5,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,6,
P8,N,2019,Invasive,Vine,Japanese Honeysuckle,22,
LV5,N,2020,Native,Vine,Blackberry,72,
LV5,N,2020,Native,Vine,Blackberry,70,
LV5,N,2020,Native,Vine,Blackberry,122,
LV5,N,2020,Native,Vine,Blackberry,51,
LV5,N,2020,Native,Vine,Blackberry,42,
LV5,N,2020,Native,Vine,Virginia Creeper,12,
LV5,N,2020,Native,Vine,Virginia Creeper,9,
LV5,N,2020,Native,Vine,Virginia Creeper,18,
LV5,N,2020,Native,Vine,Virginia Creeper,16,
LV5,N,2020,Native,Vine,Virginia Creeper,19,
LV5,N,2020,Native,Vine,Virginia Creeper,24,
LV5,N,2020,Native,Vine,Virginia Creeper,17,
LV5,N,2020,Invasive,Vine,Japanese Honeysuckle,53,
LV5,N,2020,Invasive,Vine,Japanese Honeysuckle,42,
LV5,N,2020,Native,Vine,Trumpet Creeper,48,
LV5,N,2020,Native,Vine,Trumpet Creeper,39,
LV5,N,2020,Native,Vine,Trumpet Creeper,52,
LV5,N,2020,Native,Vine,Poison Ivy,13,
LV6,Y,2020,Native,Forb,Goldenrod,100,
LV6,Y,2020,Native,Forb,Goldenrod,111,
LV6,Y,2020,Native,Forb,Goldenrod,110,
LV6,Y,2020,Native,Forb,Goldenrod,114,
LV6,Y,2020,Native,Forb,Goldenrod,113,
LV6,Y,2020,Native,Forb,Goldenrod,115,
LV6,Y,2020,Native,Forb,Goldenrod,128,
LV6,Y,2020,Native,Forb,Goldenrod,131,
LV6,Y,2020,Native,Forb,Goldenrod,82,
LV6,Y,2020,Native,Forb,Goldenrod,79,
LV6,Y,2020,Native,Forb,Goldenrod,142,
LV6,Y,2020,Native,Forb,Goldenrod,94,
LV6,Y,2020,Native,Forb,Goldenrod,89,
LV6,Y,2020,Native,Forb,Goldenrod,62,
LV6,Y,2020,Native,Forb,Goldenrod,64,
LV6,Y,2020,Native,Vine,Blackberry,83,
LV6,Y,2020,Native,Vine,Blackberry,49,
LV6,Y,2020,Native,Vine,Blackberry,88,
LV6,Y,2020,Native,Vine,Blackberry,87,
LV6,Y,2020,Native,Vine,Blackberry,74,
LV6,Y,2020,Native,Vine,Blackberry,89,
LV6,Y,2020,Native,Forb,Goldenrod,28,
LV6,Y,2020,Native,Forb,Goldenrod,2,
LV6,Y,2020,Native,Forb,Goldenrod,9,
LV6,Y,2020,Native,Forb,Goldenrod,8,
LV6,Y,2020,Native,Forb,Goldenrod,16,
LV6,Y,2020,Native,Forb,Goldenrod,18,
LV6,Y,2020,Native,Vine,muscadine,91,
LV6,Y,2020,Native,Forb,ragweed,26,
LV6,Y,2020,Native,Grass,sedge,23,
LV6,N,2020,Native,Shrub,Eastern Bacharis,150,
LV6,N,2020,Native,Forb,Goldenrod,116,
LV6,N,2020,Native,Forb,Goldenrod,118,
LV6,N,2020,Native,Forb,Goldenrod,78,
LV6,N,2020,Native,Forb,Goldenrod,59,
LV6,N,2020,Native,Forb,Goldenrod,61,
LV6,N,2020,Native,Forb,Goldenrod,37,
LV6,N,2020,Native,Forb,Goldenrod,42,
LV6,N,2020,Native,Forb,Goldenrod,104,
LV6,N,2020,Native,Forb,Goldenrod,97,
LV6,N,2020,Native,Forb,Goldenrod,76,
LV6,N,2020,Native,Forb,Goldenrod,33,
LV6,N,2020,Native,Forb,Goldenrod,96,
LV6,N,2020,Native,Forb,Goldenrod,97,
LV6,N,2020,Native,Forb,Goldenrod,116,
LV6,N,2020,Native,Forb,Goldenrod,63,
LV6,N,2020,Native,Forb,Goldenrod,26,
LV6,N,2020,Native,Vine,Blackberry,150,
LV6,N,2020,Native,Vine,Blackberry,97,
LV6,N,2020,Native,Vine,Blackberry,69,
LV6,N,2020,Native,Vine,Blackberry,73,
LV6,N,2020,Native,Vine,Blackberry,89,
LV6,N,2020,Native,Vine,Blackberry,118,
LV6,N,2020,Native,Vine,Blackberry,106,
LV6,N,2020,Native,Vine,Blackberry,150,
LV6,N,2020,Native,Vine,Blackberry,150,
LV6,N,2020,Native,Forb,Narrowleaf Sunflower,99,
LV6,N,2020,Native,Forb,Narrowleaf Sunflower,80,
LV6,N,2020,Native,Forb,Narrowleaf Sunflower,107,
LV6,N,2020,Native,Forb,Narrowleaf Sunflower,86,
LV6,N,2020,Native,Forb,Narrowleaf Sunflower,24,
LV6,N,2020,Native,Vine,Partridge Pea,33,
LV6,N,2020,Native,Vine,Partridge Pea,36,
LV6,N,2020,Native,Vine,Partridge Pea,9,
LV6,N,2020,Native,Vine,Partridge Pea,34,
LV6,N,2020,Native,Vine,Partridge Pea,26,
LV6,N,2020,Native,Vine,Partridge Pea,26,
LV6,N,2020,Native,Vine,Partridge Pea,22,
LV6,N,2020,Native,Vine,Partridge Pea,12,
LV6,N,2020,Native,Vine,Partridge Pea,36,
LV6,N,2020,Native,Vine,trumpet Creeper,54,
LV6,N,2020,Native,Tree,Loblolly Pine,70,
LV6,N,2020,Native,Tree,Loblolly Pine,72,
LV2,N,2020,Native,Vine,Blackberry,74,
LV2,N,2020,Native,Forb,Desmodium,49,
LV2,N,2020,Native,Forb,Desmodium,103,
LV2,N,2020,Native,Forb,Desmodium,61,
LV2,N,2020,Native,Forb,Desmodium,166,
LV2,N,2020,Native,Forb,Desmodium,31,
LV2,N,2020,Native,Forb,Desmodium,32,
LV2,N,2020,Native,Vine,Poison Ivy,19,
LV2,N,2020,Native,Vine,Muscadine,17,
LV2,N,2020,Native,Vine,Muscadine,76,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,19,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,16,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,13,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,8,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,6,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,11,
LV2,N,2020,Invasive,Vine,Japanese Honeysuckle,14,
LV2,N,2020,Native,Forb,Goldenrod,54,
LV2,N,2020,Native,Tree,Loblolly Pine,81,
LV2,N,2020,Native,Forb,Snakeroot,16,
LV2,N,2020,Native,Forb,Snakeroot,12,
LV2,N,2020,Native,Vine,Virginia Creeper,9,
LV2,N,2020,Native,Vine,Virginia Creeper,12,
LV2,N,2020,Invasive,Forb,Sericea Lespedeza,12,
LV2,N,2020,Native,Grass,Spike grass,39,
LV2,N,2020,Native,Grass,Dicahnthelium,21,
LV2,N,2020,Native,Grass,Dicahnthelium,8,
LV2,Y,2020,Native,Tree,Blackgum,150,
LV2,Y,2020,Native,Vine,Virginia Creeper,12,
LV2,Y,2020,Native,Vine,Virginia Creeper,8,
LV2,Y,2020,Native,Vine,Virginia Creeper,11,
LV2,Y,2020,Native,Vine,Virginia Creeper,13,
LV2,Y,2020,Native,Vine,Virginia Creeper,9,
LV2,Y,2020,Native,Vine,Poison Ivy,9,
LV2,Y,2020,Native,Vine,Poison Ivy,11,
LV2,Y,2020,Native,Vine,Poison Ivy,19,
LV2,Y,2020,Native,Vine,Poison Ivy,12,
LV2,Y,2020,Native,Vine,Poison Ivy,7,
LV2,Y,2020,Native,Vine,Poison Ivy,12,
LV2,Y,2020,Native,Tree,Black Cherry,5,
LV2,Y,2020,Native,Tree,Red maple,110,
LV2,Y,2020,Native,Forb,Burnweed,13,
LV2,Y,2020,Native,Tree,Winged Elm,6,
LV5,Y,2020,Native,Vine,Virginia Creeper,4,
LV5,Y,2020,Native,Vine,Virginia Creeper,3,
LV5,Y,2020,Native,Vine,Virginia Creeper,4,
LV5,Y,2020,Native,Vine,Virginia Creeper,2,
LV5,Y,2020,Native,Vine,Virginia Creeper,5,
LV5,Y,2020,Native,Vine,Virginia Creeper,4,
LV5,Y,2020,Native,Vine,Virginia Creeper,9,
LV5,Y,2020,Native,Vine,Virginia Creeper,7,
LV5,Y,2020,Native,Vine,Virginia Creeper,8,
LV5,Y,2020,Native,Vine,Virginia Creeper,9,
LV5,Y,2020,Native,Vine,Virginia Creeper,10,
LV5,Y,2020,Native,Vine,Virginia Creeper,9,
LV5,Y,2020,Native,Vine,Virginia Creeper,6,
LV5,Y,2020,Native,Vine,Virginia Creeper,10,
LV5,Y,2020,Native,Vine,Virginia Creeper,7,
LV5,Y,2020,Native,Vine,Virginia Creeper,9,
LV5,Y,2020,Native,Forb,Burnweed,4,
LV5,Y,2020,Native,Forb,Burnweed,3,
LV5,Y,2020,Native,Forb,Burnweed,4,
LV5,Y,2020,Invasive,Vine,Japanese Honeysuckle,51,
LV5,Y,2020,Native,Tree,Water Oak,150,
LV5,Y,2020,Native,Vine,Poison Ivy,20,
LV5,Y,2020,Native,Vine,Poison Ivy,12,
LV5,Y,2020,Native,Forb,Desmodium,13,
LV5,Y,2020,Native,Grass,Beaked Panicgrass,13,
LV5,Y,2020,Native,Forb,Late boneset,73,
P1,N,2020,Native,Tree,Red maple,42,
P1,N,2020,Native,Tree,Red maple,14,
P1,N,2020,Native,Tree,Red maple,14,
P1,N,2020,Native,Shrub,American Beautyberry,127,
P1,N,2020,Native,Shrub,American Beautyberry,109,
P1,N,2020,Native,Shrub,American Beautyberry,84,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,29,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,16,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,28,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,32,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,26,
P1,N,2020,Invasive,Vine,Japanese Honeysuckle,44,
P1,N,2020,Native,Grass,Spike grass,21,
P1,N,2020,Native,Grass,sedge,39,
P1,N,2020,Native,Forb,Common Boneset,32,
P1,Y,2020,Native,Vine,Peppervine,25,
P1,Y,2020,Native,Vine,Peppervine,52,
P1,Y,2020,Native,Vine,Peppervine,49,
P1,Y,2020,Native,Forb,Snakeroot,45,
P1,Y,2020,Native,Vine,Blackberry,18,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,16,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,10,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,10,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,10,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,19,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,10,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,8,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,12,
P1,Y,2020,Invasive,Vine,Japanese Honeysuckle,21,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P1,Y,2020,Invasive,Grass,Japan Grass,35,
P5,N,2020,Native,Vine,Poison Ivy,8,
P5,N,2020,Native,Vine,Muscadine,17,
P5,N,2020,Native,Vine,Muscadine,21,
P5,N,2020,Native,Vine,Muscadine,13,
P5,N,2020,Native,Vine,Muscadine,14,
P5,N,2020,Native,Vine,Muscadine,34,
P5,N,2020,Native,Vine,Muscadine,24,
P5,N,2020,Native,Vine,Muscadine,16,
P5,N,2020,Native,Vine,Virginia Creeper,9,
P5,N,2020,Native,Vine,Jessamine,6,
P2,N,2020,Native,Tree,Winged Elm,43,
P2,N,2020,Native,Vine,Muscadine,56,
P2,Y,2020,Invasive,Shrub,Chinese Privet,35,
P2,Y,2020,Native,Vine,Virginia Creeper,8,
P2,Y,2020,Native,Vine,Blackberry,16,
P2,Y,2020,Native,Tree,Red maple,10,
P2,Y,2020,Native,Forb,Desmodium,7,
P6,N,2020,Native,Vine,Blackberry,6,
P6,N,2020,Native,Vine,Blackberry,6,
P6,N,2020,Native,Vine,Blackberry,19,
P6,N,2020,Invasive,Vine,Japanese Honeysuckle,8,
P6,N,2020,Invasive,Vine,Japanese Honeysuckle,10,
P6,N,2020,Invasive,Vine,Japanese Honeysuckle,10,
P6,N,2020,Native,Vine,Alabama Supplejack,34,
P6,N,2020,Native,Shrub,American Beautyberry,112,
P6,N,2020,Native,Shrub,American Beautyberry,68,
P6,N,2020,Native,Shrub,American Beautyberry,87,
P6,Y,2020,Native,Vine,Muscadine,38,
P6,Y,2020,Native,Vine,Muscadine,22,
P6,Y,2020,Native,Vine,Muscadine,24,
P6,Y,2020,Native,Vine,Muscadine,13,
P6,Y,2020,Native,Vine,Muscadine,13,
P6,Y,2020,Native,Vine,Muscadine,10,
P6,Y,2020,Native,Vine,Muscadine,10,
P6,Y,2020,Native,Forb,St. John's Wort,20,
P6,Y,2020,Native,Forb,St. John's Wort,16,
P6,Y,2020,Native,Shrub,Sparkleberry,32,
P6,Y,2020,Native,Shrub,Sparkleberry,9,
P6,Y,2020,Native,Shrub,Sparkleberry,10,
P6,Y,2020,Native,Grass,Spike grass,15,
P6,Y,2020,Native,Grass,Spike grass,27,
P6,Y,2020,Native,Grass,Spike grass,26,
P6,Y,2020,Native,Grass,Spike grass,17,
P6,Y,2020,Native,Vine,Blackberry,15,
WS3,Y,2020,Native,Forb,Goldenrod,38,
WS3,Y,2020,Native,Forb,Goldenrod,26,
WS3,Y,2020,Native,Forb,Goldenrod,35,
WS3,Y,2020,Native,Forb,Goldenrod,62,
WS3,Y,2020,Native,Forb,Goldenrod,38,
WS3,Y,2020,Native,Vine,Blackberry,29,
WS3,Y,2020,Native,Vine,Blackberry,14,
WS3,Y,2020,Native,Vine,Blackberry,12,
WS3,Y,2020,Native,Vine,Blackberry,10,
WS3,Y,2020,Native,Vine,Blackberry,24,
WS3,Y,2020,Native,Vine,Blackberry,29,
WS3,Y,2020,Native,Vine,Blackberry,41,
WS3,Y,2020,Native,Vine,Blackberry,34,
WS3,Y,2020,Native,Tree,Persimmon,13,
WS3,Y,2020,Native,Forb,Burnweed,14,
WS3,N,2020,Native,Forb,Goldenrod,11,
WS3,N,2020,Native,Forb,Goldenrod,98,
WS3,N,2020,Native,Forb,Goldenrod,37,
WS3,N,2020,Native,Vine,Blackberry,31,
WS3,N,2020,Native,Vine,Blackberry,35,
WS3,N,2020,Native,Vine,Blackberry,45,
WS3,N,2020,Native,Vine,Blackberry,30,
WS3,N,2020,Native,Forb,Roundleaf Boneset,32,
WS3,N,2020,Native,Forb,Roundleaf Boneset,28,
WS3,N,2020,Native,Forb,Roundleaf Boneset,30,
WS3,N,2020,Native,Forb,Roundleaf Boneset,14,
WS3,N,2020,Native,Forb,Burnweed,14,
WS3,N,2020,Native,Forb,Desmodium,65,
WS3,N,2020,Native,Forb,Desmodium,13,
WS3,N,2020,Native,Forb,Tall Ironweed,10,
WS3,N,2020,Native,Forb,Prairie Rosinweed,138,
WS1,Y,2020,Native,Vine,trumpet Creeper,35,
WS1,Y,2020,Native,Vine,trumpet Creeper,24,
